id,idade,estado,cidade,bairro,sexo,estilo_musical,bebida_alcoolica,tem_filhos,ja_foi_casado,atividade_fisica,idade_minima_parceiro,idade_maxima_parceiro,parceiro_pode_ter_filhos,parceiro_pode_beber,parceiro_pode_ser_casado,frase_identificacao,data_cadastro
149,41,GO,Ipameri,Jardim Europa ,Feminino,MPB,Bebo Socialmente,Sim,Sim,3x por semana,37,47,Não,Não,Não,Experiências e viagens,2025-04-01 01:38:18
150,41,SP,Sorocaba,Nova Manchester ,Feminino,Rock,Nos Finais de Semana,Sim,Sim,1x por semana,30,45,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 01:39:11
151,46,GO,Goiânia,Recanto das minas gerais ,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,36,56,Não,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 01:39:36
152,44,GO,Goiânia,Bueno,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,3x por semana,45,52,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 01:40:00
153,52,GO,Goiatuba,Setor oeste ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,45,60,Não,Não,Não,Riqueza espiritual,2025-04-01 01:41:00
154,27,GO,Goiânia,Residencial João Paulo II ,Feminino,Rock,Não Bebo,Não,Sim,Não gosto,24,45,Sim,Sim,Não,Equilíbrio material/espiritual,2025-04-01 01:44:26
155,40,SP,Campinas,Jd Nova Europa,Feminino,Pagode,Bebo Socialmente,Não,Não,3x por semana,35,50,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-01 01:48:52
156,25,PR,Curitiba,Eu sou de campo largo na verdade (região metropoli,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,25,35,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 01:49:50
157,44,GO,Goiânia,Universitário ,Feminino,Rock,Bebo Socialmente,Não,Sim,Diariamente,39,53,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 01:50:22
158,32,GO,Goiânia,Conjunto Vera Cruz 2,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,18,43,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 01:50:22
159,32,DF,Brasília,Asa norte ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,29,40,Sim,Tanto Faz,Sim,Equilíbrio material/espiritual,2025-04-01 01:51:43
160,29,SC,Chapecó,Centro,Feminino,Sertanejo,Não Bebo,Não,Não,3x por semana,30,37,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 01:54:11
161,49,RJ,Rio de Janeiro,Del Castilho ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,40,55,Não,Sim,Não,Vida simples com família,2025-04-01 01:57:49
162,43,GO,Cidade Ocidental,Centro ,Feminino,MPB,Bebo Socialmente,Sim,Sim,1x por semana,38,50,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 01:58:11
163,41,MG,Virgínia,Centro ,Feminino,Sertanejo,Não Bebo,Sim,Sim,Diariamente,40,59,Sim,Não,Sim,Riqueza espiritual,2025-04-01 01:58:29
164,35,PE,Recife,Jaboatão ,Feminino,MPB,Bebo Socialmente,Não,Não,3x por semana,30,37,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 01:59:07
165,23,GO,Goiânia,Parque das flores ,Masculino,Rock,Não Bebo,Não,Não,Diariamente,18,26,Sim,Tanto Faz,Sim,Equilíbrio material/espiritual,2025-04-01 02:03:34
166,50,SP,São Paulo,Jabaquara ,Feminino,MPB,Não Bebo,Sim,Sim,1x por semana,18,18,Sim,Sim,Sim,Vida simples com família,2025-04-01 02:04:32
167,46,GO,Goiânia,Urias Magalhães ,Feminino,Sertanejo,Não Bebo,Sim,Sim,Diariamente,35,50,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 02:05:51
168,34,GO,Aparecida de Goiânia,Cidade Vera Cruz ,Feminino,MPB,Não Bebo,Sim,Sim,3x por semana,27,47,Não,Não,Não,Experiências e viagens,2025-04-01 02:06:31
169,52,MT,Várzea Grande,Várzea Grande ,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,53,58,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 02:06:50
170,28,RJ,São Gonçalo,Vista alegre,Feminino,Rock,Não Bebo,Não,Não,3x por semana,27,35,Sim,Não,Sim,Vida simples com família,2025-04-01 02:06:53
171,32,GO,Trindade,Centro ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,35,42,Não,Não,Não,Vida simples com família,2025-04-01 02:07:21
172,50,GO,Goiânia,Jardim Atlântico ,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,40,55,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 02:08:53
173,40,AM,Manaus,Parque 10,Feminino,MPB,Não Bebo,Sim,Sim,3x por semana,30,55,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 02:09:09
174,55,GO,Goiânia,Setor bela vists,Feminino,Pop,Bebo Socialmente,Sim,Sim,Diariamente,49,60,Não,Tanto Faz,Não,Experiências e viagens,2025-04-01 02:09:17
175,28,GO,Goiânia,Vila nova,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Não gosto,20,35,Tanto Faz,Não,Tanto Faz,Experiências e viagens,2025-04-01 02:12:10
176,28,SP,São Paulo,JD Umarizal,Masculino,Sertanejo,Não Bebo,Não,Não,1x por semana,24,32,Tanto Faz,Tanto Faz,Sim,Vida simples com família,2025-04-01 02:13:00
177,30,GO,Goiânia,Bairro da vitoria ,Feminino,Sertanejo,Bebo Socialmente,Não,Sim,3x por semana,30,45,Não,Não,Não,Experiências e viagens,2025-04-01 02:13:25
178,55,RJ,Rio de Janeiro,Ilha do governador,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,50,60,Não,Não,Não,Experiências e viagens,2025-04-01 02:14:29
179,34,GO,Goiânia,Jd Goiás ,Feminino,Pagode,Bebo Socialmente,Não,Não,3x por semana,28,43,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 02:15:31
180,53,GO,Goiânia,Alto da Glória ,Feminino,Pop,Não Bebo,Sim,Sim,3x por semana,45,60,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 02:16:09
181,64,GO,Itumbiara,Conjunto Santa Helena ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,1x por semana,60,18,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 02:17:07
182,60,DF,Brasília,Park Way ,Feminino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,56,60,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 02:19:19
183,30,SP,São Paulo,Vila ré,Masculino,Rock,Bebo Sempre,Não,Não,3x por semana,19,35,Não,Não,Não,Vida simples com família,2025-04-01 02:20:11
184,22,GO,Goiânia,Garavelo ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,18,35,Sim,Não,Não,Experiências e viagens,2025-04-01 02:21:47
185,32,GO,Aparecida de Goiânia,Jd olímpico ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,26,44,Tanto Faz,Sim,Tanto Faz,Vida simples com família,2025-04-01 02:22:05
186,45,GO,Goiânia,Center Ville ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,35,55,Não,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 02:23:28
187,30,GO,Goiânia,Setor dos Funcionários ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,29,37,Tanto Faz,Sim,Tanto Faz,Experiências e viagens,2025-04-01 02:25:15
188,38,MG,Contagem,Riacho,Feminino,Pop,Bebo Socialmente,Não,Não,Não gosto,28,46,Sim,Sim,Não,Vida simples com família,2025-04-01 02:26:47
189,27,GO,Goiânia,Parque Amazônia ,Feminino,Pop,Não Bebo,Não,Não,3x por semana,27,40,Sim,Sim,Sim,Vida simples com família,2025-04-01 02:27:11
190,27,GO,Goiânia,Centro Oeste,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,22,35,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 02:28:04
191,43,SP,Diadema,Centro,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,38,48,Não,Não,Não,Experiências e viagens,2025-04-01 02:28:08
192,44,SP,São José dos Campos,Parque Industrial ,Feminino,MPB,Não Bebo,Sim,Sim,3x por semana,40,46,Não,Sim,Não,Vida simples com família,2025-04-01 02:28:24
193,32,GO,Itumbiara,Centro ,Feminino,Pagode,Bebo Socialmente,Sim,Não,Diariamente,18,40,Não,Não,Não,Vida simples com família,2025-04-01 02:29:54
194,30,SP,São Paulo,Vila Mariana,Masculino,Rock,Não Bebo,Não,Não,3x por semana,25,35,Sim,Tanto Faz,Não,Vida simples com família,2025-04-01 02:31:59
195,36,GO,Goiânia,Não informado ,Feminino,Rock,Não Bebo,Sim,Não,Diariamente,26,44,Não,Não,Não,Experiências e viagens,2025-04-01 02:34:51
196,33,GO,Goiânia,Bueno ,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,30,45,Não,Não,Não,Vida simples com família,2025-04-01 02:41:51
197,34,MG,Belo Horizonte,Vitória ,Masculino,Sertanejo,Não Bebo,Não,Não,Diariamente,24,45,Não,Tanto Faz,Não,Riqueza espiritual,2025-04-01 02:44:05
198,44,GO,Anápolis,Jundiaí ,Feminino,Pop,Bebo Socialmente,Não,Sim,3x por semana,40,60,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 02:45:26
199,46,GO,Goiânia,St Universitario ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,40,50,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 02:45:32
200,50,PR,Curitiba,Juveve,Feminino,MPB,Não Bebo,Sim,Sim,3x por semana,40,58,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 02:46:45
201,31,GO,Goiânia,Novo Horizonte ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,28,40,Sim,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 02:46:48
202,35,GO,Goiânia,Parque Amazônia ,Feminino,Rock,Bebo Socialmente,Sim,Sim,3x por semana,30,45,Não,Não,Não,Vida simples com família,2025-04-01 02:47:20
203,53,RO,Candeias do Jamari,Palheiral,Feminino,Rock,Bebo Socialmente,Não,Sim,3x por semana,47,60,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 02:49:55
204,25,GO,Goiânia,Capuava,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,24,40,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 02:50:52
205,26,SP,Ribeirão Preto,José Sampaio,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Não gosto,27,42,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 02:55:28
206,33,SP,Osasco,—-,Feminino,Sertanejo,Bebo Socialmente,Não,Sim,Diariamente,28,39,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 02:57:06
207,30,GO,Goiânia,Bela vista ,Feminino,Sertanejo,Bebo Socialmente,Não,Sim,Diariamente,30,49,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-01 03:01:18
208,32,GO,Aparecida de Goiânia,Independência ,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,18,18,Não,Sim,Não,Vida simples com família,2025-04-01 03:02:49
209,25,SP,Ribeirão Preto,portinari,Masculino,Rock,Não Bebo,Não,Não,Diariamente,18,40,Não,Não,Não,Experiências e viagens,2025-04-01 03:07:14
210,50,MG,Sete Lagoas,Mata Grande,Feminino,Rock,Bebo Socialmente,Sim,Sim,3x por semana,40,55,Não,Não,Não,Riqueza espiritual,2025-04-01 03:10:40
211,45,PR,Pato Branco,Centro,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,35,55,Não,Não,Não,Riqueza espiritual,2025-04-01 03:10:57
212,32,PR,São José dos Pinhais,Ipê ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,32,39,Não,Não,Não,Vida simples com família,2025-04-01 03:12:08
213,28,GO,Goiânia,Cidade Jardim,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,28,34,Sim,Tanto Faz,Sim,Vida simples com família,2025-04-01 03:14:19
214,24,SC,São José,Colônia Santana ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,25,34,Sim,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 03:17:23
215,28,GO,Goiânia,Leste universitário ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,26,33,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-01 03:19:39
216,36,MG,Belo Horizonte,Venda Nova,Feminino,MPB,Não Bebo,Não,Sim,3x por semana,33,50,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 03:23:41
217,48,PR,Curitiba,Ccivico,Feminino,Rock,Não Bebo,Sim,Sim,1x por semana,45,52,Não,Sim,Tanto Faz,Vida simples com família,2025-04-01 03:31:02
218,30,GO,Aparecida de Goiânia,Residencial Cândido de Queiroz ,Feminino,Rock,Bebo Socialmente,Não,Não,3x por semana,29,40,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 03:31:07
219,32,GO,Goiânia,Sul,Feminino,Pagode,Nos Finais de Semana,Não,Não,3x por semana,28,40,Sim,Tanto Faz,Não,Experiências e viagens,2025-04-01 03:37:13
220,36,GO,Goiânia,Urias Magalhães ,Feminino,Sertanejo,Não Bebo,Não,Sim,Diariamente,30,45,Sim,Não,Não,Vida simples com família,2025-04-01 03:39:00
221,46,GO,Goiânia,Jardim america,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,36,52,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 03:43:47
222,28,GO,Goiânia,Vila Santa helena ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,25,43,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 03:45:19
223,29,SC,Biguaçu,Centro,Feminino,Rock,Não Bebo,Não,Não,Diariamente,28,57,Sim,Não,Não,Vida simples com família,2025-04-01 03:45:45
224,27,GO,Goiânia,Jardim America ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,25,45,Não,Não,Não,Experiências e viagens,2025-04-01 03:47:15
225,40,SP,Campinas,Jd Nova Europa,Feminino,Pagode,Bebo Socialmente,Não,Não,3x por semana,35,50,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-01 03:48:46
226,24,SP,São Paulo,Sacomã ,Masculino,Rock,Bebo Socialmente,Não,Não,3x por semana,20,45,Não,Não,Não,Vida simples com família,2025-04-01 04:07:12
227,28,GO,Goiânia,Vereda dos Buritis,Masculino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,18,32,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-01 04:10:15
228,56,RS,Canoas,Centro,Feminino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,48,60,Não,Não,Não,Experiências e viagens,2025-04-01 04:14:36
229,40,MG,Pirapora,São Francisco ,Feminino,Pagode,Não Bebo,Sim,Sim,Diariamente,35,54,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 04:16:16
230,19,GO,Goiânia,Vale dos sonhos ,Feminino,Rock,Bebo Socialmente,Não,Não,1x por semana,19,24,Não,Não,Não,Vida simples com família,2025-04-01 04:29:14
231,38,SP,Mogi Guaçu,Jardim Serra Dourada ,Feminino,MPB,Bebo Socialmente,Não,Sim,1x por semana,33,48,Sim,Não,Não,Vida simples com família,2025-04-01 04:30:15
232,32,DF,Brasília,Samambaia sul ,Feminino,Pop,Nos Finais de Semana,Não,Sim,Diariamente,25,40,Não,Não,Não,Experiências e viagens,2025-04-01 04:37:24
233,34,GO,Goiânia,Parque Atheneu ,Feminino,MPB,Bebo Socialmente,Sim,Sim,3x por semana,35,45,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 04:45:13
234,24,GO,Aparecida de Goiânia,Jardim Alto Paraíso,Feminino,Rock,Não Bebo,Não,Não,3x por semana,19,23,Sim,Sim,Sim,Equilíbrio material/espiritual,2025-04-01 04:49:37
235,42,GO,Goiânia,Sudoeste,Masculino,Rock,Bebo Socialmente,Não,Não,Diariamente,30,45,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 04:49:51
236,30,RS,Canoas,Mato grande,Masculino,Rock,Bebo Socialmente,Não,Não,3x por semana,18,60,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 05:53:28
237,37,GO,Aparecida de Goiânia,Veiga JD ,Feminino,Rock,Não Bebo,Não,Não,Diariamente,25,50,Sim,Sim,Sim,Experiências e viagens,2025-04-01 07:32:37
238,24,GO,Goiânia,Alvorada,Feminino,Pop,Bebo Socialmente,Não,Não,3x por semana,26,50,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 07:36:30
239,33,GO,Aparecida de Goiânia,Independência Mansões ,Masculino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,20,39,Não,Não,Não,Experiências e viagens,2025-04-01 07:40:42
240,48,GO,Goiânia,Atheneu ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,40,55,Tanto Faz,Sim,Tanto Faz,Experiências e viagens,2025-04-01 08:18:02
241,29,GO,Goiânia,Vila nova ,Feminino,MPB,Bebo Socialmente,Não,Sim,Não gosto,18,59,Tanto Faz,Sim,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 08:37:58
242,53,GO,Goiânia,São Francisco ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,54,18,Não,Não,Não,Riqueza espiritual,2025-04-01 08:47:34
243,39,GO,Goiânia,Bueno ,Feminino,Rock,Nos Finais de Semana,Não,Sim,1x por semana,35,45,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 08:59:22
244,39,BA,Salvador,Pituba ,Feminino,Pop,Nos Finais de Semana,Não,Não,3x por semana,35,49,Tanto Faz,Sim,Não,Riqueza espiritual,2025-04-01 09:03:24
245,22,TO,Paraíso do Tocantins,Milena ,Feminino,Pop,Não Bebo,Não,Não,3x por semana,20,40,Sim,Sim,Sim,Vida simples com família,2025-04-01 09:07:44
246,59,MG,Aimorés,Triângulo ,Feminino,MPB,Bebo Socialmente,Sim,Não,3x por semana,50,60,Não,Não,Não,Vida simples com família,2025-04-01 09:07:46
247,43,PR,Curitiba,Portão ,Feminino,Rock,Bebo Socialmente,Não,Sim,Diariamente,35,49,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 09:17:00
248,28,SP,São Paulo,Grajaú ,Masculino,Pagode,Nos Finais de Semana,Não,Sim,1x por semana,18,18,Não,Não,Não,Vida simples com família,2025-04-01 09:18:58
249,29,GO,Aparecida de Goiânia,Jardim Bela Vista,Masculino,Pagode,Não Bebo,Não,Não,Diariamente,24,32,Não,Sim,Não,Experiências e viagens,2025-04-01 09:30:46
250,29,GO,Aparecida de Goiânia,Jardim Bela Vista,Masculino,Pagode,Não Bebo,Não,Não,Diariamente,23,33,Não,Sim,Não,Experiências e viagens,2025-04-01 09:41:52
251,52,GO,Goiânia,St bela vista ,Feminino,Rock,Bebo Sempre,Não,Não,1x por semana,50,60,Não,Não,Não,Riqueza espiritual,2025-04-01 09:42:00
252,38,RN,Mossoró,Alto São Manoel ,Feminino,Rock,Bebo Socialmente,Não,Sim,3x por semana,30,43,Sim,Tanto Faz,Não,Vida simples com família,2025-04-01 09:43:55
253,37,SP,Pederneiras,Martini ,Feminino,Samba,Bebo Socialmente,Sim,Sim,3x por semana,28,18,Não,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 09:52:11
254,36,GO,Goiânia,Setor Central,Feminino,Pagode,Bebo Socialmente,Sim,Sim,3x por semana,37,48,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 09:55:18
255,42,GO,Goianira,Pq das Camélia ,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,1x por semana,40,60,Não,Não,Não,Riqueza espiritual,2025-04-01 09:57:15
256,43,GO,Goiânia,Vila Rosa ,Feminino,MPB,Não Bebo,Sim,Sim,1x por semana,40,53,Não,Sim,Não,Riqueza espiritual,2025-04-01 09:59:22
257,26,GO,Goiânia,Jardim Guanabara,Feminino,MPB,Não Bebo,Não,Sim,3x por semana,27,30,Sim,Sim,Não,Equilíbrio material/espiritual,2025-04-01 10:10:16
258,31,GO,Goiânia,Jd planalto,Feminino,Sertanejo,Não Bebo,Não,Não,1x por semana,32,43,Sim,Sim,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 10:11:22
259,35,PR,Marialva,centro,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,35,50,Não,Não,Não,Vida simples com família,2025-04-01 10:15:32
260,40,GO,Aparecida de Goiânia,Parque Flamboyant ,Feminino,Sertanejo,Não Bebo,Sim,Sim,Não gosto,40,46,Tanto Faz,Sim,Tanto Faz,Riqueza espiritual,2025-04-01 10:16:44
261,31,GO,Goiânia,Vila União ,Feminino,Sertanejo,Não Bebo,Sim,Não,1x por semana,31,40,Não,Sim,Não,Riqueza espiritual,2025-04-01 10:21:45
262,26,GO,Goiânia,Parque Amazônia ,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,30,45,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-01 10:25:21
263,28,GO,Goiânia,Bueno ,Feminino,Rock,Bebo Socialmente,Não,Sim,3x por semana,35,50,Não,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 10:27:17
264,23,GO,Goiânia,Vila Brasília ,Masculino,Rock,Não Bebo,Não,Não,Diariamente,18,60,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 10:28:15
265,30,GO,Goiânia,Setor Negrão de Lima ,Feminino,Pop,Não Bebo,Não,Não,Diariamente,28,40,Sim,Não,Não,Experiências e viagens,2025-04-01 10:29:16
266,38,GO,Aparecida de Goiânia,Chácara são Pedro ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,35,50,Não,Não,Não,Riqueza espiritual,2025-04-01 10:36:04
267,38,GO,Goiânia,Progresso ,Feminino,Rock,Nos Finais de Semana,Não,Não,3x por semana,37,45,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 10:39:59
268,41,GO,Goiânia,São José ,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,3x por semana,30,55,Sim,Não,Não,Vida simples com família,2025-04-01 10:50:26
269,30,GO,Goiânia,Negrão de Lima ,Feminino,Pop,Não Bebo,Não,Não,Diariamente,28,40,Sim,Não,Não,Experiências e viagens,2025-04-01 10:58:20
270,44,GO,Goiânia,Vila Rosa,Feminino,Rock,Nos Finais de Semana,Sim,Sim,Diariamente,36,56,Não,Não,Não,Vida simples com família,2025-04-01 11:03:04
271,40,MG,Belo Horizonte,Sao gabriel,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,1x por semana,34,40,Não,Tanto Faz,Não,Riqueza espiritual,2025-04-01 11:09:35
272,30,GO,Goiânia,Jd. Guanabara ,Feminino,Pop,Não Bebo,Não,Sim,Diariamente,28,37,Tanto Faz,Tanto Faz,Não,Vida simples com família,2025-04-01 11:09:46
273,40,GO,Anápolis,VILA MIGUEL JORGE,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,26,42,Não,Não,Não,Riqueza espiritual,2025-04-01 11:19:03
274,35,GO,Goiânia,Balneário ,Feminino,MPB,Nos Finais de Semana,Não,Não,1x por semana,30,55,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 11:23:09
275,25,GO,Goiânia,Recanto do Bosque ,Feminino,Rock,Nos Finais de Semana,Não,Não,Diariamente,23,30,Sim,Não,Sim,Vida simples com família,2025-04-01 11:25:24
276,39,GO,Goiânia,Negrão de Lima ,Feminino,Rock,Bebo Socialmente,Sim,Sim,Diariamente,38,45,Não,Não,Não,Vida simples com família,2025-04-01 11:26:35
277,38,RJ,Rio de Janeiro,Vista Alegre ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,37,45,Não,Não,Não,Experiências e viagens,2025-04-01 11:29:15
278,31,GO,Goiânia,Setor Bela Vista ,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,29,37,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 11:29:44
279,27,SC,Florianópolis,Estreito ,Masculino,Sertanejo,Não Bebo,Não,Não,Diariamente,18,30,Não,Não,Não,Riqueza espiritual,2025-04-01 11:44:35
280,33,GO,Goiânia,Jardim América ,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,3x por semana,30,42,Não,Não,Não,Riqueza espiritual,2025-04-01 11:46:19
281,43,SP,São Paulo,Tatuape ,Feminino,Pop,Bebo Socialmente,Não,Sim,1x por semana,35,60,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-01 11:47:30
282,28,GO,Goiânia,Vila nova ,Feminino,MPB,Bebo Socialmente,Sim,Não,3x por semana,24,37,Não,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 11:54:21
283,41,GO,Goiânia,Parque Amazônia ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,40,45,Não,Não,Não,Vida simples com família,2025-04-01 12:08:02
284,31,GO,Goiânia,Leste universitário ,Feminino,MPB,Bebo Socialmente,Não,Não,3x por semana,27,35,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-01 12:09:15
285,31,CE,Pacajus,Centro ,Feminino,Pop,Bebo Socialmente,Não,Não,3x por semana,30,36,Sim,Não,Não,Vida simples com família,2025-04-01 12:10:27
286,33,GO,Goiânia,Granville,Feminino,Pagode,Nos Finais de Semana,Não,Não,Diariamente,29,40,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 12:17:56
287,42,GO,Goiânia,Setor Sul,Feminino,Pop,Bebo Socialmente,Sim,Sim,3x por semana,42,48,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 12:28:31
288,25,RO,Porto Velho,Marcos freires ,Feminino,MPB,Não Bebo,Não,Não,3x por semana,25,28,Tanto Faz,Sim,Não,Riqueza espiritual,2025-04-01 12:28:53
289,33,SP,Lorena,Vila passos ,Masculino,Rock,Bebo Socialmente,Não,Sim,Diariamente,18,36,Tanto Faz,Sim,Tanto Faz,Vida simples com família,2025-04-01 12:40:45
290,47,GO,Goiânia,Universitário ,Feminino,MPB,Não Bebo,Não,Não,Diariamente,44,53,Não,Sim,Não,Riqueza espiritual,2025-04-01 12:46:27
291,27,MG,Juiz de Fora,Centro ,Feminino,MPB,Não Bebo,Não,Não,3x por semana,26,38,Sim,Não,Não,Vida simples com família,2025-04-01 12:46:46
292,29,GO,Goiânia,Leste universitário ,Feminino,Pop,Bebo Socialmente,Não,Não,Não gosto,27,35,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 12:47:33
293,26,GO,Goiânia,Parque Amazônia ,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,30,45,Tanto Faz,Não,Não,Equilíbrio material/espiritual,2025-04-01 12:49:18
294,33,GO,Goiânia,Leste universitário ,Masculino,Sertanejo,Nos Finais de Semana,Não,Não,Diariamente,25,34,Não,Não,Não,Vida simples com família,2025-04-01 12:49:26
295,35,GO,Goiânia,Bairro goiá,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,35,45,Não,Não,Não,Riqueza espiritual,2025-04-01 12:50:27
